30 0.000377972
60 0.00186576
90 0.00536881
120 0.0125177
150 0.024806
180 0.0415796
210 0.066283
240 0.0996575
270 0.141979
300 0.191908
330 0.256834
360 0.361676
390 0.445757
420 0.544358
450 0.664972
480 0.811809
510 0.965839
540 1.13903
570 1.34232
600 1.56178
630 1.82847
660 2.05882
690 2.35806
720 2.70095
750 3.03609
