2000 0.00950047
4000 0.0349755
6000 0.0854343
8000 0.157036
10000 0.256134
12000 0.377695
14000 0.523751
16000 0.6983
18000 0.893985
20000 1.11517
22000 1.35403
24000 1.62055
26000 1.91995
28000 2.24616
30000 2.56361
32000 2.92795
34000 3.42199
36000 3.73458
38000 4.28892
40000 4.73263
42000 5.13279
44000 5.6496
46000 6.16936
48000 6.76063
50000 7.48556
