2000 0.0146897
4000 0.0459751
6000 0.104199
8000 0.186132
10000 0.292014
12000 0.420102
14000 0.575514
16000 0.750603
18000 0.957501
20000 1.17477
22000 1.47318
24000 1.71407
26000 2.30372
28000 2.36352
30000 2.68279
32000 3.04424
34000 3.46101
36000 3.92597
38000 4.7286
40000 4.82232
42000 5.59224
44000 5.98763
46000 6.63358
48000 7.79745
50000 7.95426
