2000 0.011413
4000 0.0453449
6000 0.101489
8000 0.181023
10000 0.285049
12000 0.412749
14000 0.564313
16000 0.736274
18000 0.9231
20000 1.14936
22000 1.38726
24000 1.64832
26000 1.93603
28000 2.24947
30000 2.56848
32000 2.92343
34000 3.31074
36000 3.71294
38000 4.16954
40000 4.74451
42000 5.26566
44000 5.87307
46000 6.53502
48000 7.32794
50000 8.1269
