10 3.85972e-08
20 3.64489e-08
30 3.40085e-08
40 3.64225e-08
50 3.59857e-08
60 3.64568e-08
70 3.92231e-08
80 3.91282e-08
90 3.8701e-08
100 4.1824e-08
110 3.8544e-08
120 3.90912e-08
130 4.20214e-08
140 4.24773e-08
150 4.19869e-08
160 4.21565e-08
170 4.27465e-08
180 4.24082e-08
190 4.22855e-08
200 4.31984e-08
210 4.34061e-08
220 4.2379e-08
230 4.31916e-08
240 4.21837e-08
250 4.33783e-08
260 4.67432e-08
270 4.57145e-08
280 4.63846e-08
290 4.65294e-08
300 4.81924e-08
310 4.66042e-08
320 4.67252e-08
330 4.73458e-08
340 4.66687e-08
350 4.71633e-08
360 4.62246e-08
370 4.76618e-08
380 4.68147e-08
390 4.75041e-08
400 4.69329e-08
410 4.77551e-08
420 4.64057e-08
430 4.69709e-08
440 4.69697e-08
450 4.73655e-08
460 4.82836e-08
470 4.74761e-08
480 4.76997e-08
490 4.69245e-08
500 4.62919e-08
