10 4.84082e-08
20 5.74553e-08
30 7.57959e-08
40 9.52023e-08
50 1.17889e-07
60 1.35053e-07
70 1.51618e-07
80 1.71014e-07
90 1.88458e-07
100 2.11459e-07
110 2.19988e-07
120 2.38891e-07
130 2.56037e-07
140 2.75073e-07
150 2.93835e-07
160 3.10034e-07
170 3.28634e-07
180 3.48579e-07
190 3.61828e-07
200 3.83991e-07
210 3.97909e-07
220 4.20444e-07
230 4.31268e-07
240 4.56745e-07
250 4.7303e-07
260 4.90537e-07
270 5.0095e-07
280 5.31272e-07
290 5.40354e-07
300 5.55736e-07
310 5.72185e-07
320 5.94962e-07
330 6.03539e-07
340 6.34059e-07
350 6.45778e-07
360 6.64951e-07
370 6.71841e-07
380 7.14854e-07
390 7.15102e-07
400 7.5455e-07
410 7.55935e-07
420 7.77443e-07
430 7.88652e-07
440 8.10684e-07
450 8.31532e-07
460 8.56634e-07
470 8.47557e-07
480 8.86537e-07
490 8.93985e-07
500 9.1809e-07
