1000000 1 1.63997e-07
1500000 1 1.71438e-07
2000000 1 1.7486e-07
2500000 1 1.8352e-07
3000000 1 1.89723e-07
3500000 1 1.9085e-07
4000000 1 1.94848e-07
4500000 1 2.08808e-07
5000000 1 2.16089e-07
5500000 1 2.14922e-07
6000000 1 2.18791e-07
6500000 1 2.32576e-07
7000000 1 2.31307e-07
7500000 1 2.41279e-07
8000000 1 2.37041e-07
8500000 1 2.55652e-07
9000000 1 2.50988e-07
9500000 1 2.62319e-07
10000000 1 2.53231e-07
10500000 1 2.57969e-07
11000000 1 2.58347e-07
11500000 1 2.57279e-07
12000000 1 2.60429e-07
12500000 1 2.59644e-07
13000000 1 2.59571e-07
13500000 1 2.66202e-07
14000000 1 2.68307e-07
14500000 1 2.6938e-07
15000000 1 2.61303e-07
15500000 1 2.58353e-07
16000000 1 2.64169e-07
16500000 1 2.6442e-07
17000000 1 2.68482e-07
17500000 1 2.71156e-07
18000000 1 2.74653e-07
18500000 1 2.80883e-07
19000000 1 2.68279e-07
19500000 1 2.71705e-07
20000000 1 2.83017e-07
20500000 1 2.68331e-07
21000000 1 2.68885e-07
21500000 1 2.69536e-07
22000000 1 2.7467e-07
22500000 1 2.66116e-07
23000000 1 2.72029e-07
23500000 1 2.61112e-07
24000000 1 2.66275e-07
24500000 1 2.62815e-07
25000000 1 2.75281e-07
1000000 2 1.59038e-07
1500000 2 1.53644e-07
2000000 2 1.70735e-07
2500000 2 1.75816e-07
3000000 2 1.76441e-07
3500000 2 1.83065e-07
4000000 2 1.84857e-07
4500000 2 1.91523e-07
5000000 2 1.87867e-07
5500000 2 2.02832e-07
6000000 2 1.97397e-07
6500000 2 2.09007e-07
7000000 2 2.07765e-07
7500000 2 2.16926e-07
8000000 2 2.1506e-07
8500000 2 2.30802e-07
9000000 2 2.3689e-07
9500000 2 2.34393e-07
10000000 2 2.40962e-07
10500000 2 2.43836e-07
11000000 2 2.42079e-07
11500000 2 2.37708e-07
12000000 2 2.53745e-07
12500000 2 2.51236e-07
13000000 2 2.09287e-07
13500000 2 2.11306e-07
14000000 2 2.09084e-07
14500000 2 2.52968e-07
15000000 2 2.57497e-07
15500000 2 2.47955e-07
16000000 2 2.1486e-07
16500000 2 2.10892e-07
17000000 2 2.57942e-07
17500000 2 2.61083e-07
18000000 2 2.57985e-07
18500000 2 2.62323e-07
19000000 2 2.24327e-07
19500000 2 2.19278e-07
20000000 2 2.22763e-07
20500000 2 2.17124e-07
21000000 2 2.26843e-07
21500000 2 2.25061e-07
22000000 2 2.17086e-07
22500000 2 2.64583e-07
23000000 2 2.65329e-07
23500000 2 2.67515e-07
24000000 2 2.71809e-07
24500000 2 2.44981e-07
25000000 2 2.558e-07
1000000 3 1.61414e-07
1500000 3 1.6767e-07
2000000 3 1.6648e-07
2500000 3 1.74237e-07
3000000 3 1.72431e-07
3500000 3 1.73652e-07
4000000 3 1.79689e-07
4500000 3 1.81628e-07
5000000 3 1.89639e-07
5500000 3 1.81058e-07
6000000 3 1.82953e-07
6500000 3 1.89131e-07
7000000 3 1.90311e-07
7500000 3 1.93296e-07
8000000 3 2.00554e-07
8500000 3 2.05772e-07
9000000 3 2.13165e-07
9500000 3 2.1212e-07
10000000 3 2.15731e-07
10500000 3 2.14202e-07
11000000 3 2.19106e-07
11500000 3 2.3225e-07
12000000 3 2.21509e-07
12500000 3 2.19722e-07
13000000 3 2.25897e-07
13500000 3 2.2159e-07
14000000 3 2.24288e-07
14500000 3 2.22216e-07
15000000 3 2.22935e-07
15500000 3 2.21636e-07
16000000 3 2.26771e-07
16500000 3 2.21338e-07
17000000 3 2.33437e-07
17500000 3 2.28956e-07
18000000 3 2.22121e-07
18500000 3 2.3077e-07
19000000 3 2.34435e-07
19500000 3 2.35081e-07
20000000 3 2.26524e-07
20500000 3 2.25887e-07
21000000 3 2.33401e-07
21500000 3 2.34501e-07
22000000 3 2.32247e-07
22500000 3 2.23052e-07
23000000 3 2.26663e-07
23500000 3 2.3504e-07
24000000 3 2.32945e-07
24500000 3 2.25497e-07
25000000 3 2.29419e-07
1000000 4 1.59978e-07
1500000 4 1.70197e-07
2000000 4 1.72513e-07
2500000 4 1.70072e-07
3000000 4 1.76548e-07
3500000 4 1.83183e-07
4000000 4 1.85531e-07
4500000 4 1.9765e-07
5000000 4 1.92955e-07
5500000 4 2.01399e-07
6000000 4 2.09282e-07
6500000 4 2.02e-07
7000000 4 2.10864e-07
7500000 4 2.12459e-07
8000000 4 2.00571e-07
8500000 4 2.15761e-07
9000000 4 2.09259e-07
9500000 4 2.20539e-07
10000000 4 2.15991e-07
10500000 4 2.1175e-07
11000000 4 2.21374e-07
11500000 4 2.20484e-07
12000000 4 2.21718e-07
12500000 4 2.12444e-07
13000000 4 2.22384e-07
13500000 4 2.1758e-07
14000000 4 2.22505e-07
14500000 4 2.18649e-07
15000000 4 2.19337e-07
15500000 4 2.26617e-07
16000000 4 2.22293e-07
16500000 4 2.17796e-07
17000000 4 2.33326e-07
17500000 4 2.31693e-07
18000000 4 2.38019e-07
18500000 4 2.31627e-07
19000000 4 2.35772e-07
19500000 4 2.38409e-07
20000000 4 2.296e-07
20500000 4 2.30046e-07
21000000 4 2.30574e-07
21500000 4 2.40986e-07
22000000 4 2.32744e-07
22500000 4 2.29118e-07
23000000 4 2.34039e-07
23500000 4 2.30022e-07
24000000 4 2.36648e-07
24500000 4 2.28702e-07
25000000 4 2.4053e-07
1000000 5 1.59923e-07
1500000 5 1.69246e-07
2000000 5 1.704e-07
2500000 5 1.75966e-07
3000000 5 1.75354e-07
3500000 5 1.80496e-07
4000000 5 1.7606e-07
4500000 5 1.90557e-07
5000000 5 1.87048e-07
5500000 5 1.92817e-07
6000000 5 1.86674e-07
6500000 5 2.08762e-07
7000000 5 2.1158e-07
7500000 5 2.13124e-07
8000000 5 2.11522e-07
8500000 5 2.2267e-07
9000000 5 2.27361e-07
9500000 5 2.22325e-07
10000000 5 2.38326e-07
10500000 5 2.49288e-07
11000000 5 2.40181e-07
11500000 5 2.34677e-07
12000000 5 2.45464e-07
12500000 5 2.503e-07
13000000 5 2.51762e-07
13500000 5 2.54754e-07
14000000 5 2.50872e-07
14500000 5 2.42984e-07
15000000 5 2.55989e-07
15500000 5 2.44382e-07
16000000 5 2.42047e-07
16500000 5 2.48005e-07
17000000 5 2.56963e-07
17500000 5 2.65401e-07
18000000 5 2.5351e-07
18500000 5 2.60823e-07
19000000 5 2.62671e-07
19500000 5 2.50763e-07
20000000 5 2.64267e-07
20500000 5 2.46423e-07
21000000 5 2.29057e-07
