10 1.38087e-07
20 1.07125e-07
30 7.55029e-08
40 7.5023e-08
50 7.15215e-08
60 6.86436e-08
70 7.14401e-08
80 6.95349e-08
90 6.50593e-08
100 5.95743e-08
110 5.99818e-08
120 6.04715e-08
130 6.38925e-08
140 6.40073e-08
150 6.46536e-08
160 6.39253e-08
170 6.4226e-08
180 6.42516e-08
190 6.47045e-08
200 6.50394e-08
210 6.57839e-08
220 6.536e-08
230 6.57567e-08
240 6.53358e-08
250 6.63354e-08
260 6.90761e-08
270 6.82157e-08
280 6.84248e-08
290 6.93192e-08
300 6.90298e-08
310 6.94835e-08
320 6.9409e-08
330 7.01048e-08
340 7.01096e-08
350 6.98899e-08
360 7.0527e-08
370 7.04659e-08
380 7.04543e-08
390 7.03995e-08
400 7.04693e-08
410 7.08504e-08
420 7.04713e-08
430 7.09956e-08
440 7.07826e-08
450 7.08649e-08
460 7.31573e-08
470 7.15418e-08
480 7.10372e-08
490 7.08505e-08
500 7.11457e-08
