1 3.29982e-08
2 2.37091e-08
3 2.32393e-08
4 2.80656e-08
6 2.97549e-08
7 2.96788e-08
8 3.52954e-08
9 3.47784e-08
10 3.43982e-08
11 3.66078e-08
12 3.72938e-08
13 3.6881e-08
14 3.6926e-08
15 4.20592e-08
16 4.29794e-08
17 4.22197e-08
18 4.27673e-08
19 4.24724e-08
20 3.70691e-08
21 3.65201e-08
22 4.23109e-08
23 4.41226e-08
24 4.4156e-08
25 4.39898e-08
26 4.44697e-08
27 4.4397e-08
28 4.41475e-08
29 4.4264e-08
30 4.42287e-08
31 5.83696e-08
32 5.00111e-08
33 4.7278e-08
34 5.29393e-08
35 5.5035e-08
36 4.2521e-08
37 5.54929e-08
38 5.61671e-08
39 5.66055e-08
40 4.95987e-08
41 5.50307e-08
42 5.60689e-08
43 5.67532e-08
44 5.67028e-08
45 5.51275e-08
46 7.06451e-08
47 5.94049e-08
48 6.00915e-08
49 5.65293e-08
50 6.04481e-08
