1000000 1.61414e-07
1500000 1.6767e-07
2000000 1.6648e-07
2500000 1.74237e-07
3000000 1.72431e-07
3500000 1.73652e-07
4000000 1.79689e-07
4500000 1.81628e-07
5000000 1.89639e-07
5500000 1.81058e-07
6000000 1.82953e-07
6500000 1.89131e-07
7000000 1.90311e-07
7500000 1.93296e-07
8000000 2.00554e-07
8500000 2.05772e-07
9000000 2.13165e-07
9500000 2.1212e-07
10000000 2.15731e-07
10500000 2.14202e-07
11000000 2.19106e-07
11500000 2.3225e-07
12000000 2.21509e-07
12500000 2.19722e-07
13000000 2.25897e-07
13500000 2.2159e-07
14000000 2.24288e-07
14500000 2.22216e-07
15000000 2.22935e-07
15500000 2.21636e-07
16000000 2.26771e-07
16500000 2.21338e-07
17000000 2.33437e-07
17500000 2.28956e-07
18000000 2.22121e-07
18500000 2.3077e-07
19000000 2.34435e-07
19500000 2.35081e-07
20000000 2.26524e-07
20500000 2.25887e-07
21000000 2.33401e-07
21500000 2.34501e-07
22000000 2.32247e-07
22500000 2.23052e-07
23000000 2.26663e-07
23500000 2.3504e-07
24000000 2.32945e-07
24500000 2.25497e-07
25000000 2.29419e-07
