1000000 1.63997e-07
1500000 1.71438e-07
2000000 1.7486e-07
2500000 1.8352e-07
3000000 1.89723e-07
3500000 1.9085e-07
4000000 1.94848e-07
4500000 2.08808e-07
5000000 2.16089e-07
5500000 2.14922e-07
6000000 2.18791e-07
6500000 2.32576e-07
7000000 2.31307e-07
7500000 2.41279e-07
8000000 2.37041e-07
8500000 2.55652e-07
9000000 2.50988e-07
9500000 2.62319e-07
10000000 2.53231e-07
10500000 2.57969e-07
11000000 2.58347e-07
11500000 2.57279e-07
12000000 2.60429e-07
12500000 2.59644e-07
13000000 2.59571e-07
13500000 2.66202e-07
14000000 2.68307e-07
14500000 2.6938e-07
15000000 2.61303e-07
15500000 2.58353e-07
16000000 2.64169e-07
16500000 2.6442e-07
17000000 2.68482e-07
17500000 2.71156e-07
18000000 2.74653e-07
18500000 2.80883e-07
19000000 2.68279e-07
19500000 2.71705e-07
20000000 2.83017e-07
20500000 2.68331e-07
21000000 2.68885e-07
21500000 2.69536e-07
22000000 2.7467e-07
22500000 2.66116e-07
23000000 2.72029e-07
23500000 2.61112e-07
24000000 2.66275e-07
24500000 2.62815e-07
25000000 2.75281e-07
