1000000 1.59923e-07
1500000 1.69246e-07
2000000 1.704e-07
2500000 1.75966e-07
3000000 1.75354e-07
3500000 1.80496e-07
4000000 1.7606e-07
4500000 1.90557e-07
5000000 1.87048e-07
5500000 1.92817e-07
6000000 1.86674e-07
6500000 2.08762e-07
7000000 2.1158e-07
7500000 2.13124e-07
8000000 2.11522e-07
8500000 2.2267e-07
9000000 2.27361e-07
9500000 2.22325e-07
10000000 2.38326e-07
10500000 2.49288e-07
11000000 2.40181e-07
11500000 2.34677e-07
12000000 2.45464e-07
12500000 2.503e-07
13000000 2.51762e-07
13500000 2.54754e-07
14000000 2.50872e-07
14500000 2.42984e-07
15000000 2.55989e-07
15500000 2.44382e-07
16000000 2.42047e-07
16500000 2.48005e-07
17000000 2.56963e-07
17500000 2.65401e-07
18000000 2.5351e-07
18500000 2.60823e-07
19000000 2.62671e-07
19500000 2.50763e-07
20000000 2.64267e-07
20500000 2.46423e-07
21000000 2.29057e-07
21500000 2.20871e-07
22000000 2.36142e-07
22500000 2.31211e-07
23000000 2.33398e-07
23500000 2.62786e-07
24000000 2.61394e-07
24500000 2.65885e-07
25000000 2.62432e-07
