1000 0.000234605
2000 0.000537161
3000 0.000925896
4000 0.000879101
5000 0.000834963
6000 0.00106276
7000 0.00117804
8000 0.00140786
9000 0.00152255
10000 0.00150959
11000 0.00170695
12000 0.00178865
13000 0.00185365
14000 0.00197836
15000 0.00217915
16000 0.00233209
17000 0.00253111
18000 0.00270556
19000 0.00288568
20000 0.00303937
21000 0.00325796
22000 0.00347439
23000 0.00364079
24000 0.0038422
25000 0.00407951
26000 0.00386136
27000 0.00407372
28000 0.00426477
29000 0.00447218
30000 0.00461368
31000 0.00472853
32000 0.00495131
33000 0.00510134
34000 0.00523216
35000 0.00554824
36000 0.00564788
37000 0.00588136
38000 0.00600801
39000 0.006222
40000 0.00652604
41000 0.00657455
42000 0.00677282
43000 0.00705149
44000 0.00728403
45000 0.00753615
46000 0.00772787
47000 0.00781262
48000 0.00804962
49000 0.00826653
50000 0.00847043
