1000 0.000403134
2000 0.0015583
3000 0.000980914
4000 0.00109144
5000 0.0014098
6000 0.00171728
7000 0.00202667
8000 0.00229835
9000 0.00257996
10000 0.00280796
11000 0.00312377
12000 0.00338207
13000 0.0036123
14000 0.00385779
15000 0.0041109
16000 0.00425717
17000 0.00444272
18000 0.00465949
19000 0.00480306
20000 0.00492681
21000 0.00518921
22000 0.00533524
23000 0.00558248
24000 0.00560029
25000 0.0057282
26000 0.00593965
27000 0.00617034
28000 0.0062309
29000 0.00643767
30000 0.00670967
31000 0.00693571
32000 0.00715818
33000 0.00749291
34000 0.0076672
35000 0.00793812
36000 0.00812409
37000 0.00843138
38000 0.00874689
39000 0.00891917
40000 0.00909369
41000 0.00936335
42000 0.00974339
43000 0.0100518
44000 0.0103029
45000 0.0103959
46000 0.010837
47000 0.0109766
48000 0.0111006
49000 0.0113543
50000 0.011619
