
1	5.176e-06
2	4.978e-06
3	6.725e-06
4	9.873e-06
5	1.1021e-05
6	1.8054e-05
7	1.826e-05
8	1.817e-05
9	1.9258e-05
10	1.2893e-05
11	1.3907e-05
12	1.3909e-05
13	3.8616e-05
14	3.909e-05
15	9.9879e-05
16	0.00545312
