2000 0.0140894
4000 0.0515536
6000 0.113751
8000 0.202951
10000 0.317834
12000 0.467509
14000 0.637843
16000 0.831875
18000 1.05149
20000 1.2976
22000 1.56672
24000 1.85661
26000 2.1866
28000 2.52668
30000 2.90867
32000 3.32019
34000 3.72809
36000 4.19815
38000 4.67249
40000 5.15041
42000 5.69877
44000 6.25114
46000 6.82935
48000 7.43045
50000 8.08572
